Node Category,Node Name,Software Make,Software Description,Software Version,CVE Number,NVD Score
server rack,"Server Rack, Server #1 (SR1)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #1 (SR1)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #1 (SR1)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #1 (SR1)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #2 (SR2)",RedHat,RedHat Enterprise Linux (RHEL),RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #3 (SR3)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #4 (SR4)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #7 (SR7)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #8 (SR8)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #9 (SR9)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #10 (SR10)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #5 (SR5)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1145,5.0
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-1568,1.9
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-3347,4.6
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-2942,6.8
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-12193,5.5
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2017-15121,5.5
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10171,7.5
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-10214,5.9
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2019-19768,7.5
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-1702,3.3
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2020-14312,5.9
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2022-1665,8.2
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-24998,7.5
server rack,"Server Rack, Server #6 (SR6)",RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2023-4042,5.5
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-1576,5.7
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2011-0714,5.7
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2010-1439,3.6
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-9604,4.4
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2016-3699,7.4
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-7553,4.7
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2015-3216,4.3
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2014-5177,1.2
server rack,Engineering & Production SAN 1,RedHat,RedHat Enterprise Linux,RHEL 8.10,CVE-2012-0217,7.2
